"","Country.Province","Lat","Long","pos_mean","pos_std","pos_sum"
"227","Singapore/",1.2833,103.8333,41556.2174887892,41556.2174887892,18534073
"228","Slovakia/",48.669,19.699,83863.8699551569,83863.8699551569,37403286
"229","Slovenia/",46.1512,14.9955,53575.2937219731,53575.2937219731,23894581
"230","Solomon Islands/",-9.6457,160.1562,6.41704035874439,6.41704035874439,2862
"231","Somalia/",5.152149,46.199616,3452.46412556054,3452.46412556054,1539799
"232","South Africa/",-30.5595,22.9375,603834.219730942,603834.219730942,269310062
"233","South Sudan/",6.877,31.307,2781.84080717489,2781.84080717489,1240701
"234","Spain/",40.463667,-3.74922,1074142.37443946,1074142.37443946,479067499
"235","Sri Lanka/",7.873054,80.771797,21640.8183856502,21640.8183856502,9651805
"236","Sudan/",12.8628,30.2176,13440.1367713004,13440.1367713004,5994301
"237","Suriname/",3.9193,-56.0278,3617.90807174888,3617.90807174888,1613587
"238","Sweden/",60.128161,18.643501,212521.188340807,212521.188340807,94784450
"239","Switzerland/",46.8182,8.2275,188410.780269058,188410.780269058,84031208
"240","Syria/",34.802075,38.996815,5377.74887892377,5377.74887892377,2398476
"241","Taiwan*/",23.7,121,538.495515695067,538.495515695067,240169
"242","Tajikistan/",38.861,71.2761,7509.99551569507,7509.99551569507,3349458
"243","Tanzania/",-6.369028,34.888822,405.042600896861,405.042600896861,180649
"244","Thailand/",15.870032,100.992541,7201.57174887892,7201.57174887892,3211901
"245","Timor-Leste/",-8.874217,125.727539,63.3026905829596,63.3026905829596,28233
"246","Togo/",8.6195,0.8248,2395.2399103139,2395.2399103139,1068277
"247","Trinidad and Tobago/",10.6918,-61.2225,3298.7802690583,3298.7802690583,1471256
"248","Tunisia/",33.886917,9.537499,66748.3452914798,66748.3452914798,29769762
"249","Turkey/",38.9637,35.2433,869154.320627803,869154.320627803,387642827
"250","US/",40,-100,10065221.9147982,10065221.9147982,4489088974
"251","Uganda/",1.373333,32.290275,13408.7152466368,13408.7152466368,5980287
"252","Ukraine/",48.3794,31.1656,467706.52690583,467706.52690583,208597111
"253","United Arab Emirates/",23.424076,53.847818,130924.582959641,130924.582959641,58392364
"254","United Kingdom/Anguilla",18.2206,-63.0686,6.56726457399103,6.56726457399103,2929
"255","United Kingdom/Bermuda",32.3078,-64.7505,299.679372197309,299.679372197309,133657
"256","United Kingdom/British Virgin Islands",18.4207,-64.64,52.4798206278027,52.4798206278027,23406
"257","United Kingdom/Cayman Islands",19.3133,-81.2546,217.076233183857,217.076233183857,96816
"258","United Kingdom/Channel Islands",49.3723,-2.3644,1374.82511210762,1374.82511210762,613172
"259","United Kingdom/Falkland Islands (Malvinas)",-51.7963,-59.5236,19.0739910313901,19.0739910313901,8507
"260","United Kingdom/Gibraltar",36.1408,-5.3536,1174.7668161435,1174.7668161435,523946
"261","United Kingdom/Isle of Man",54.2361,-4.5481,384.652466367713,384.652466367713,171555
"262","United Kingdom/Montserrat",16.742498,-62.187366,11.4260089686099,11.4260089686099,5096
"263","United Kingdom/Saint Helena, Ascension and Tristan da Cunha",-7.9467,-14.3559,1.55605381165919,1.55605381165919,694
"264","United Kingdom/Turks and Caicos Islands",21.694,-71.7979,630.809417040359,630.809417040359,281341
"265","United Kingdom/",55.3781,-3.436,1273678.31838565,1273678.31838565,568060530
"266","Uruguay/",-32.5228,-55.7658,15389.3923766816,15389.3923766816,6863669
"267","Uzbekistan/",41.377491,64.585262,39814,39814,17757044
"268","Vanuatu/",-15.3767,166.9592,0.5,0.5,223
"269","Venezuela/",6.4238,-66.5897,58724.5201793722,58724.5201793722,26191136
"270","Vietnam/",14.058324,108.277199,980.670403587444,980.670403587444,437379
"271","West Bank and Gaza/",31.9522,35.2332,61908.8744394619,61908.8744394619,27611358
"272","Yemen/",15.552727,48.516388,1478.79372197309,1478.79372197309,659542
"273","Zambia/",-13.133897,27.849332,20356.0381165919,20356.0381165919,9078793
"274","Zimbabwe/",-19.015438,29.154857,10419.9304932735,10419.9304932735,4647289
